snr_before,snr_after,snr_improvement,psnr,mse,mae,ssim
-9.431706,-5.861047,3.5706596,8.699349,0.1349165,0.34054074,0.05444069074800791
-8.9953985,-6.4511585,2.54424,7.8499365,0.16406138,0.36270145,-0.19554463506096018
-3.0315585,1.5942777,4.6258364,14.669151,0.034125958,0.12653501,0.08614336572940441
-8.161272,-4.1918793,3.9693928,10.663591,0.08583035,0.26454282,0.23993239579582415
-6.593006,-2.2838328,4.3091736,11.018953,0.079086915,0.26100504,0.021169597172183134
-9.647857,-7.9958735,1.6519833,5.7786317,0.26432416,0.46397647,-0.1948755526620147
-11.924953,-7.2826366,4.642317,11.87357,0.06495953,0.24783355,0.2634054638881239
-7.153592,-3.7055912,3.448001,9.91238,0.10203801,0.29174966,0.2514730797572078
-6.790598,-2.0247693,4.7658286,12.507796,0.056133274,0.21625425,0.19874436039425705
-7.6790752,-3.4216845,4.257391,10.059128,0.09864776,0.293309,0.0483882142895235
-9.555413,-5.990302,3.5651112,8.968189,0.12681805,0.33422926,0.17352668690549727
-7.116056,-2.8969445,4.2191114,10.317563,0.09294879,0.28708503,0.023364635412053938
-5.9921527,-0.20490484,5.7872477,13.667772,0.042975686,0.18442704,0.09355357922994906
-7.833885,-3.3689535,4.4649315,10.473171,0.08967736,0.27793714,0.04713731381459524
-7.4406095,-2.8140333,4.6265764,10.944368,0.08045686,0.2655391,0.05532704559676613
-9.773586,-6.316428,3.457158,8.124531,0.15400931,0.372117,0.07263653565934126
-8.232438,-4.4107904,3.8216476,9.502343,0.112141326,0.31506032,0.030220716839614945
-10.1850395,-6.90559,3.2794495,8.461601,0.14250821,0.35241395,-0.17651958594458478
